CsiNumber,Symbol,Name,Exchange,IsActive,StartDate,EndDate,Sector,Industry,ConversionFactor,SwitchCfDate,PreSwitchCf,LastVolume,Type,ChildExchange,Currency
110607,USAL,"LYXOR MSCI USA",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,GBp
110608,CECL,"LYXOR CECE 0608",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,GBp
110609,USAU,"LYXOR MSCI USA",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110610,CRNL,"LYXOR CRN",LSE,1,2014-05-21,2015-09-17,,,2,,,3100,Exchange-Traded Fund,London Stock Exchange,GBp
110612,CRBU,"LYXOR CRB 10612",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110613,CRNO,"LYXOR CRN 10613",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110617,EMCO,"SPDR EM CORP",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110618,EMCB,"SPDR EM CORP",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,GBP
110619,FXM.A,"F A MORNINGSTAR CDA VALUE IDX E",TSX,1,2014-05-21,2015-09-17,,,2,,,2800,Exchange-Traded Fund,Toronto Stock Exchange,CAD
110620,ZPR,"BMO S&P/TSX Laddered Prefer Share Ix ETF",TSX,1,2014-05-21,2015-09-17,,,2,,,111200,Exchange-Traded Fund,Toronto Stock Exchange,CAD
110621,ZSP,"BMO S&P 500 Index ETF",TSX,1,2014-05-21,2015-09-17,,,2,,,27800,Exchange-Traded Fund,Toronto Stock Exchange,CAD
110622,WATL,"Lyxor ETF World Water A",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,GBp
110663,GBRE,"SPDR DOW JONES GLOBAL REAL ESTATE ETF",LSE,1,2014-05-21,2015-09-17,,,3,,,5000,Exchange-Traded Fund,London Stock Exchange,GBP
110664,MVEU,"ISHARES MSCI EUROPE MIN VOLATILITY",LSE,1,2014-05-21,2015-09-17,,,3,,,13800,Exchange-Traded Fund,London Stock Exchange,EUR
110665,CORP,"ISHARES GLOBAL CORPORATE BOND $ ETF",LSE,1,2014-05-21,2015-09-17,,,3,,,800,Exchange-Traded Fund,London Stock Exchange,USD
110669,LYINRL,"LYXOR ETF INDIA",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,GBp
110670,LYLEML,"LYXOR ETF MSCI E",LSE,1,2014-05-21,2015-09-17,,,3,,,2500,Exchange-Traded Fund,London Stock Exchange,GBp
110671,LYMELG,"S&P GSCI INDMET",LSE,1,2014-05-21,2015-09-17,,,3,,,2200,Exchange-Traded Fund,London Stock Exchange,GBp
110673,METL,"LYXOR S&P GSCI INDUSTRIAL METALS $",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110703,EMMV,"ISH EMMV ETF",LSE,1,2014-05-21,2015-09-17,,,3,,,14200,Exchange-Traded Fund,London Stock Exchange,USD
110748,3HCL,"BOOST COPPER 3X LEVERAGE DAILY ETP",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110749,3NGS,"BOOST NATURAL GAS 3X SHORT DAILY ETP",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110752,3NGL,"BOOST NATURAL GAS 3X SHORT DAILY ETP",LSE,1,2014-05-21,2015-09-17,,,3,,,60700,Exchange-Traded Fund,London Stock Exchange,USD
110754,3HCS,"BOOST COPPER 3X SHORT DAILY ETP",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110758,IMV,"ISHARES MSCI EUROPE MIN VOLATILITY",LSE,1,2014-05-21,2015-09-17,,,2,,,2700,Exchange-Traded Fund,London Stock Exchange,GBp
110759,MVOL,"ISHARES MSCI WORLD MIN VOLATILITY",LSE,1,2014-05-21,2015-09-17,,,3,,,8800,Exchange-Traded Fund,London Stock Exchange,USD
110763,ASIU,"LYXOR ETF CHINA ENTERPRISE (HSCEI",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110764,CRBL,"LYXOR ETF COMMODITIES CRB TR",LSE,1,2014-05-21,2015-09-17,,,3,,,200,Exchange-Traded Fund,London Stock Exchange,GBp
110765,XD5E,"DBX MSCI EMU DR",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,GBp
110766,ASIL,"LYXOR ETF CHINA ENTERPRISE (HSCEI",LSE,1,2014-05-21,2015-09-17,,,2,,,500,Exchange-Traded Fund,London Stock Exchange,GBp
110777,SGQL,"LYXOR ETF SG GLOBAL QUALITY INCOME NTR",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,GBp
110783,XD5F,"DBXT XEUR 50 EXFIN (DIRECT) DISTRIBUTING",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,GBp
110784,XDUK,"DBXT FTSE100 (DIRECT) DISTRIBUTING",LSE,1,2014-05-21,2015-09-17,,,2,,,2400,Exchange-Traded Fund,London Stock Exchange,GBp
110796,EURO,"SPDR MSCI ETF",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,EUR
110797,EMUE,"SPDR MSCI ETF 7",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,GBP
110798,UC47,"UBS-ETF MSCI NORTH AMERICA SOCRESP I-DIS",LSE,0,2013-01-30,2014-02-19,,,2,,,,Exchange-Traded Fund,London Stock Exchange,USD
110811,UC50,"UBS ETF-SOL GLOBAL COPPER MINING I-DIS",LSE,0,2013-02-07,2014-02-27,,,2,,,,Exchange-Traded Fund,London Stock Exchange,USD
110812,UC51,"UBS ETF-SOL GLOBAL OIL EQUITIES A-DIS",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,GBp
110813,UC52,"UBS ETF-SOL GLOBAL OIL EQUITIES I-DIS",LSE,0,2013-02-07,2014-02-27,,,2,,,,Exchange-Traded Fund,London Stock Exchange,USD
110814,UC53,"UBS ETF-SOL GLOBAL GOLD MINERS A-DIS",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,GBp
110815,UC54,"UBS ETF-SOL GLOBAL GOLD MINERS I-DIS",LSE,0,2013-02-07,2014-02-27,,,2,,,,Exchange-Traded Fund,London Stock Exchange,USD
110816,UC49,"UBS ETF-SOL GLOBAL COPPER MINING A-DIS",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,GBp
110818,SGQP,"LYXOR SGQI D GBP",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,GBp
110821,SGQD,"Lyor Sg Global Quality Income ETF",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110822,UC44,"UBS-ETF MSCI WORLD SOCIALLY RESP A-DIS",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,GBp
110823,UC46,"UBS-ETF MSCI NORTH AMERICA SOCRESP A-DIS",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,GBp
110824,XEMM,"DBX MSCI EM Mate",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110825,XDJA,"DBX NIKKEI DR",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110826,FXRU,"FINEX FUND UNITS",LSE,1,2014-05-21,2015-09-17,,,2,,,100,Exchange-Traded Fund,London Stock Exchange,USD
110827,XDJP,"DBX NIKKEI DR",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,GBp
110828,XG7U,"DBX INF LNKD USD",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110836,SSHY,"PIMCO FIXED INCOME SOURCE ETFS",LSE,1,2014-05-21,2015-09-17,,,2,,,100,Exchange-Traded Fund,London Stock Exchange,GBP
110840,XCSD,"DBX Australia Ca",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,GBp
110841,OPTM,"Lyx Broad Comm",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110848,FEX,"FT US LC ALDEX",LSE,1,2014-05-21,2015-09-17,,,2,,,10300,Exchange-Traded Fund,London Stock Exchange,GBp
110849,FKU,"FT UK ALDEX",LSE,1,2014-05-21,2015-09-17,,,2,,,6100,Exchange-Traded Fund,London Stock Exchange,GBp
110850,FEM,"FT EM ALDEX",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,GBp
110860,EMIL,"SPDR EM LINKERS",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110861,EMIN,"SPDR EM LINKERS",LSE,1,2014-05-21,2015-09-17,,,2,,,100,Exchange-Traded Fund,London Stock Exchange,GBP
110862,IECF,"ISH EURCORP FIN",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,GBP
110863,EUCF,"ISH EURCORP FIN",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,EUR
110876,PADV,"SPDR ASIA DIV 6",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,GBP
110877,GLDV,"SPDR GLOB DIV 7",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110878,ASDV,"SPDR ASIA DIV UC",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110879,GBDV,"SPDR GLOB DIV UC",LSE,1,2014-05-21,2015-09-17,,,3,,,100,Exchange-Traded Fund,London Stock Exchange,GBP
110880,MLPD,"SOURCE MORNING US ENRGY INFRA MLP ETF B",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110881,MLPS,"SOURCE MORNING* US ENRGY INFRA MLP ETF A",LSE,1,2014-05-21,2015-09-17,,,3,,,200,Exchange-Traded Fund,London Stock Exchange,USD
110893,VJPN,"VANGUARD FTSE JAPAN UCITS ETF",LSE,1,2014-05-21,2015-09-17,,,3,,,27800,Exchange-Traded Fund,London Stock Exchange,GBP
110894,VAPX,"VANGUARD FTSE DEV ASIAPAC XJPN UCITS ETF",LSE,1,2014-05-21,2015-09-17,,,3,,,2000,Exchange-Traded Fund,London Stock Exchange,GBP
110895,VEUR,"VANGUARD FTSE DEVELOPED EUROPE UCITS ETF",LSE,1,2014-05-21,2015-09-17,,,3,,,19900,Exchange-Traded Fund,London Stock Exchange,GBP
110896,VDJP,"VANGUARD FTSE JAPAN UCITS ETF",LSE,1,2014-05-21,2015-09-17,,,3,,,15900,Exchange-Traded Fund,London Stock Exchange,USD
110897,VDPX,"VANGUARD FTSE DEV ASIAPAC XJPN UCITS ETF",LSE,1,2014-05-21,2015-09-17,,,3,,,5000,Exchange-Traded Fund,London Stock Exchange,USD
110898,VHYL,"VANGUARD FTSE WRLD HI DIV YLD UCITS ETF",LSE,1,2014-05-21,2015-09-17,,,3,,,9300,Exchange-Traded Fund,London Stock Exchange,GBP
110899,VHYD,"VANGUARD FTSE WRLD HI DIV YLD UCITS ETF",LSE,1,2014-05-21,2015-09-17,,,3,,,3000,Exchange-Traded Fund,London Stock Exchange,USD
110900,EMBD,"LYXOR EMERGING MARKETS LOCAL CY BOND DR$",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110901,EMBL,"LYXOR EMERGING MARKETS LOCAL CY BOND DR£",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,GBp
110907,RUSL,"LYXOR RUSL D GBP",LSE,1,2014-05-21,2015-09-17,,,3,,,4300,Exchange-Traded Fund,London Stock Exchange,GBp
110908,RUSU,"LYXOR RUSU D USD",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110909,UC15,"UBS ETFS CMCI Composite",LSE,1,2014-05-21,2015-09-17,,,2,,,3100,Exchange-Traded Fund,London Stock Exchange,GBp
110915,MLPP,"SRCE MORNSTAR US ENERGY INFRA MLP ETF B",LSE,1,2014-05-21,2015-09-17,,,2,,,100,Exchange-Traded Fund,London Stock Exchange,GBp
110916,MLPQ,"SRCE MORNSTAR US ENERGY INFRA MLP ETF A",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,GBp
110917,XLFQ,"SRCE US FINANC",LSE,1,2014-05-21,2015-09-17,,,2,,,300,Exchange-Traded Fund,London Stock Exchange,GBp
110918,XLKQ,"SRCE US TECH",LSE,1,2014-05-21,2015-09-17,,,2,,,100,Exchange-Traded Fund,London Stock Exchange,GBp
110937,CRPH,"ISH GLB COR EUR",LSE,1,2014-05-21,2015-09-17,,,3,,,8500,Exchange-Traded Fund,London Stock Exchange,EUR
110939,IGEA,"Bar Cap Em Asia",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110940,GHYS,"ISH GLB HY GBP",LSE,1,2014-05-21,2015-09-17,,,3,,,5600,Exchange-Traded Fund,London Stock Exchange,GBP
110946,EMBE,"ISHARES JPM $ EM BOND EUR HDG",LSE,1,2014-05-21,2015-09-17,,,3,,,1700,Exchange-Traded Fund,London Stock Exchange,EUR
110954,UC55,"UBSETF WRDGBA 4",LSE,1,2014-05-21,2015-09-17,,,2,,,100,Exchange-Traded Fund,London Stock Exchange,GBp
110959,XMUJ,"DBX JAPAN USD 9",LSE,1,2014-05-21,2015-09-17,,,3,,,18300,Exchange-Traded Fund,London Stock Exchange,USD
110964,TWND,"LYXOR ETF MSCI TAIWAN $",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110965,UST,"LYXOR ETF NASDAQ-100 $",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110966,CECD,"LYXOR ETF EASTERN EUROPE (CECE) $",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110967,AFSU,"LYXOR ETF SOUTH AFRICA FTSE JSE $",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110968,TURU,"LYXOR ETF TURKEY DJ TURKEY TITANS 20 $",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110969,CRWU,"OSSIAM RISK WGHT COMMO EXG ETF-USD",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110970,JPNU,"LYXOR ETF JAPAN (TOPIX) $",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110971,ACWU,"LYXOR ETF TURKEY DJ TURKEY TITANS 20 £",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110972,DJEU,"LYXOR ETF DOW JONES INDUSTRIAL AVERAGE $",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110973,AEJL,"LYXOR ETF MSCI AC ASIA-PAC EX JAPAN £",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,GBp
110974,KRWL,"LYXOR ETF MSCI KOREA £",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,GBp
110975,INDL,"LYXOR ETF MSCI INDONESIA £",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,GBp
110976,LCRW,"OSSIAM RISK WGHT COMMO EXG ETF-USD GBP",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,GBp
110977,THAG,"LYXOR ETF THAILAND SET50 NET TR £",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,GBp
110978,WDRL,"LYXOR ETF MSCI WORLD RISK WEIGHTED £",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,GBp
110979,RU2K,"LYXOR ETF RUSSELL 2000 £",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,GBp
110980,MEUD,"LYXOR MSCI EUROPE DR £",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,GBp
110981,MSED,"LYXOR EURO STOXX 50 DR £",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,GBp
110983,WLDL,"Lyxor ETF MSCI W",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,GBp
110984,XDDX,"DBX DAX DR 0984",LSE,1,2014-05-21,2015-09-17,,,2,,,1100,Exchange-Traded Fund,London Stock Exchange,GBp
110985,MALD,"LYXOR ETF MSCI MALAYSIA $",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110986,SEUE,"SPDR BARCLAYS 0-3 EURO CORPORATE BOND",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,GBP
110987,SEUC,"SPDR BARCLAYS 0-3 EURO CORPORATE BOND",LSE,1,2014-05-21,2015-09-17,,,3,,,24200,Exchange-Traded Fund,London Stock Exchange,EUR
110988,TSY3,"SPDR BARCLAYS 1-3 US TREASURY BOND",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,GBP
110989,SUSD,"SPDR BARCLAYS 0-3 US CORPORATE BOND",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,GBP
110990,TRS3,"SPDR BARCLAYS 1-3 US TREASURY BOND",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110991,SUSC,"SPDR BARCLAYS 0-3 US CORPORATE BOND",LSE,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,London Stock Exchange,USD
110994,EMUL,"ISH EMU LARGE 4",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,EUR
110995,EMUM,"ISH EMU MID 995",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,EUR
110996,EUMC,"ISH EMU MID 996",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,GBP
110997,EULC,"ISH EMU LARGE 7",LSE,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,London Stock Exchange,GBP
111001,CHI.A,"Ishares Chin Unt",TSX,0,2014-05-21,2015-08-27,,,3,,,,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111002,EXM,"Firstasset Ms Emerg Mkts Comp Bnd Ix ETF",TSX,0,2014-05-21,2015-08-25,,,2,,,,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111004,RQI,"RBC Target 2021 Corp Bond Index ETF",TSX,1,2014-05-21,2015-09-17,,,2,,,200,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111005,EXM.A,"F A MORNINGSTAR EMERG COMP BD I",TSX,0,2014-05-21,2015-08-25,,,2,,,,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111009,HAD,"Horizons Active Cdn Bond ETF",TSX,1,2014-05-21,2015-09-17,,,2,,,17800,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111017,HOY.A,"HORIZONS CRUDE OIL YIELD ETF AD",TSX,0,2012-03-01,2014-01-07,,,2,,,,Exchange-Traded Fund,Toronto Stock Exchange,
111018,HAG.A,"Horizons Gartman ETF Comm",TSX,0,2012-10-31,2013-03-19,,,2,,,,Exchange-Traded Fund,Toronto Stock Exchange,
111023,VRE,"Vanguard FTSE Canada Caped REIT Indx ETF",TSX,1,2014-05-21,2015-09-17,,,2,,,13000,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111024,VFV,"Vanguard S&P 500 Index ETF",TSX,1,2014-05-21,2015-09-17,,,2,,,38200,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111025,VDY,"Vanguard FTSE Canada Hi Div Yield Ix ETF",TSX,1,2014-05-21,2015-09-17,,,2,,,2700,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111027,VSP,"Vanguard S&P 500 Index ETF Hedged",TSX,1,2014-05-21,2015-09-17,,,2,,,22700,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111030,HAA.A,"Hrzn Act Etf A",TSX,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111035,ZGD,"BMO S&P/TSX Eq Wt Global Gold Index ETF",TSX,1,2014-05-21,2015-09-17,,,3,,,3500,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111036,CLG.A,"ISHARES 1-10YR LADDER GOVT BOND",TSX,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111037,ZIN,"BMO S&P/TSX Eq Wt Industrials Index ETF",TSX,1,2014-05-21,2015-09-17,,,3,,,1200,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111039,ZSP.U,"BMO S&P 500 Inde",TSX,1,2014-05-21,2015-09-17,,,3,,,15400,Exchange-Traded Fund,Toronto Stock Exchange,USD
111040,ZSP.U,"BMO S&P 500 Index ETF",TSX,0,2012-11-20,2013-10-02,,,3,,,,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111061,HAD.A,"HORIZONS ACTIVE CDN BOND ETF",TSX,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111079,HAX,"Horizons Active",TSX,0,2014-05-21,2015-02-03,,,2,,,,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111086,GXF.A,"Fst Ast Govt Etf",TSX,0,2014-05-21,2015-08-25,,,2,,,,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111087,PXF,"First Asset Provincial Bond Index ETF",TSX,1,2014-05-21,2015-09-17,,,2,,,200,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111137,HBR,"Horizons Auspice Broad Commodity Index",TSX,0,2014-05-21,2015-06-25,,,2,,,,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111140,HBR.A,"Horizons Auspice",TSX,0,2014-05-21,2015-06-25,,,2,,,,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111151,THB,"Powershares S&P TSX Cmpst Hgh Bt Indxetf",TSX,0,2014-05-21,2015-03-31,,,3,,,,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111213,ZMU,"BMO Midterm US IG Corp Bond Hedge Ix ETF",TSX,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111214,ZMP,"BMO Mid Provincial Bond Index ETF",TSX,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111215,ZIC,"BMO Mid-Term US IG Corp Bond Index ETF",TSX,1,2014-05-21,2015-09-17,,,3,,,300,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111216,ZUD,"BMO US Dividend Hedged ETF",TSX,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111220,ZDY,"BMO US Dividend ETF",TSX,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111221,HXS.U,"Horizons S&P",TSX,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,Toronto Stock Exchange,USD
111223,ZLU.U,"BMO Low Volatility US Equity ETF",TSX,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,Toronto Stock Exchange,USD
111224,XCD,"Ishares S&P Global Consumer Discretionry",TSX,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111226,ZDY.U,"BMO US Dividend ETF",TSX,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,Toronto Stock Exchange,USD
111227,ZLU,"BMO Low Volatility US Equity ETF",TSX,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111228,ZPL,"BMO Long Provincial Bond Index ETF",TSX,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111229,XGI,"Ishares S&P Global Industrial Indx Hedge",TSX,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111230,ZIC.U,"Bmo Mid-Trm Bn U",TSX,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,Toronto Stock Exchange,USD
111231,XUS,"Ishares Core S&P 500 Index ETF",TSX,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111232,XMI,"Ishares MSCI EAFE Min Volatil Index ETF",TSX,1,2014-05-21,2015-09-17,,,3,,,3700,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111233,XEC,"Ishares Core MSCI Emerg Mkts IMI Inx ETF",TSX,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111234,XEF,"Ishares Core MSCI EAFE IMI Index ETF",TSX,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111235,KXF.A,"FA DEX Corp Bd B",TSX,0,2014-05-21,2015-08-25,,,3,,,,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111259,FDE,"Firsttrust A-DEX Emerging Market Div ETF",TSX,1,2014-05-21,2015-09-17,,,3,,,100,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111260,FDY,"Firsttrust A-DEX Canadian Divid Plus ETF",TSX,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111261,FUD,"Firsttrust A-DEX US Div Plus ETF Hedge",TSX,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111269,FDY.A,"FIRST TR ALPHADEX CANADIAN DIV",TSX,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111270,FDE.A,"FIRST TR ALPHADEX EMER MK DIV C",TSX,1,2014-05-21,2015-09-17,,,2,,,0,Exchange-Traded Fund,Toronto Stock Exchange,CAD
111274,FUD.A,"First Trust Alphadex U.S. Dividend Plus",TSX,1,2014-05-21,2015-09-17,,,3,,,0,Exchange-Traded Fund,Toronto Stock Exchange,CAD
